Order_ID,Customer_Age,Category,Revenue,Quantity,Purchase_Month
ORD105767,28,Electronics,81.83,1,Sep
ORD105768,26,Clothing,67.95,4,May
ORD105769,31,Books,65.81,4,Aug
ORD105770,63,Books,338.88,1,Jan
ORD105771,34,Books,439.8,1,Oct
ORD105772,23,Books,192.37,1,Mar
ORD105773,46,Books,234.74,5,Sep
ORD105774,59,Home & Kitchen,124.97,4,Aug
ORD105775,63,Electronics,310.0,4,Aug
ORD105776,18,Electronics,480.94,5,Nov
ORD105777,50,Home & Kitchen,176.8,3,Aug
ORD105778,57,Books,66.07,5,Sep
ORD105779,47,Electronics,24.59,2,Jul
ORD105780,34,Sports,415.37,4,Jan
ORD105781,41,Electronics,454.36,4,Nov
ORD105782,26,Books,137.37,1,May
ORD105783,25,Clothing,294.32,5,Jul
ORD105784,36,Home & Kitchen,331.72,3,Mar
ORD105785,43,Home & Kitchen,167.9,2,Apr
ORD105786,45,Clothing,303.25,5,May
ORD105787,46,Books,80.08,3,Jun
ORD105788,29,Home & Kitchen,14.6,3,Feb
ORD105789,50,Home & Kitchen,486.4,1,Dec
ORD105790,46,Books,437.58,5,Feb
ORD105791,54,Home & Kitchen,433.48,1,Feb
ORD105792,27,Books,138.13,4,Jun
ORD105793,27,Sports,270.33,1,Jun
ORD105794,51,Books,444.02,4,Feb
ORD105795,24,Home & Kitchen,256.6,5,Mar
ORD105796,36,Sports,283.19,1,May
ORD105797,55,Books,309.73,4,Nov
ORD105798,50,Books,428.54,4,Aug
ORD105799,45,Home & Kitchen,35.21,4,Oct
ORD105800,28,Electronics,16.66,4,Sep
ORD105801,65,Electronics,197.21,4,Jan
ORD105802,36,Clothing,147.6,1,Mar
ORD105803,32,Books,384.5,5,Oct
ORD105804,60,Clothing,334.91,4,Jun
ORD105805,29,Sports,171.07,3,Feb
ORD105806,44,Clothing,65.87,1,Oct
ORD105807,58,Electronics,410.86,2,Oct
ORD105808,20,Books,211.22,3,Dec
ORD105809,40,Books,344.76,1,Jul
ORD105810,56,Home & Kitchen,120.39,1,Oct
ORD105811,28,Books,440.17,2,Jan
ORD105812,27,Books,363.03,3,Sep
ORD105813,20,Books,247.75,1,Apr
ORD105814,54,Electronics,175.13,2,Feb
ORD105815,55,Electronics,431.35,1,Oct
ORD105816,18,Sports,356.29,3,Apr
ORD105817,47,Electronics,287.86,4,Mar
ORD105818,18,Sports,427.59,5,Jun
ORD105819,49,Books,65.29,5,Nov
ORD105820,52,Sports,62.3,5,Oct
ORD105821,55,Sports,449.45,2,Mar
ORD105822,43,Electronics,192.37,5,Jul
ORD105823,28,Electronics,259.4,4,Jul
ORD105824,28,Clothing,389.73,5,Jan
ORD105825,47,Clothing,224.63,5,Apr
ORD105826,32,Clothing,365.16,4,Jan
ORD105827,53,Electronics,33.22,2,Oct
ORD105828,20,Sports,73.31,5,Feb
ORD105829,59,Books,86.39,2,Feb
ORD105830,29,Books,261.39,5,May
ORD105831,42,Clothing,210.63,4,Mar
ORD105832,51,Electronics,386.15,2,Jan
ORD105833,61,Home & Kitchen,231.87,5,Aug
ORD105834,42,Electronics,430.12,2,Apr
ORD105835,64,Books,357.35,1,Jun
ORD105836,38,Sports,41.12,1,Nov
ORD105837,27,Electronics,25.11,5,May
ORD105838,56,Electronics,120.95,4,Apr
ORD105839,20,Clothing,61.99,1,Jan
ORD105840,38,Electronics,216.74,5,May
ORD105841,45,Sports,249.36,4,Jul
ORD105842,37,Clothing,335.57,4,Dec
ORD105843,35,Books,103.23,2,Oct
ORD105844,53,Electronics,23.19,2,Jul
ORD105845,44,Electronics,18.64,4,Feb
ORD105846,34,Electronics,272.82,1,Dec
ORD105847,65,Clothing,288.88,2,Jun
ORD105848,58,Sports,489.64,3,Dec
ORD105849,45,Home & Kitchen,457.72,2,Dec
ORD105850,37,Sports,312.56,5,Nov
ORD105851,25,Electronics,253.27,5,Jun
ORD105852,25,Sports,362.44,2,Mar
ORD105853,54,Clothing,166.72,3,Mar
ORD105854,60,Sports,229.78,1,Aug
ORD105855,45,Home & Kitchen,247.9,1,Nov
ORD105856,49,Home & Kitchen,391.17,3,Dec
ORD105857,59,Sports,196.61,4,Jan
ORD105858,35,Home & Kitchen,28.87,5,Mar
ORD105859,28,Clothing,89.95,2,Jun
ORD105860,58,Electronics,243.6,2,Jan
ORD105861,27,Sports,328.38,5,Jan
ORD105862,52,Electronics,104.97,5,Jul
ORD105863,55,Sports,72.68,2,Dec
ORD105864,49,Electronics,337.86,2,Oct
ORD105865,28,Books,114.09,3,Feb
ORD105866,31,Home & Kitchen,299.93,3,Jun
ORD105867,38,Electronics,131.47,4,Dec
ORD105868,49,Books,263.64,5,Mar
ORD105869,55,Electronics,156.01,5,Apr
ORD105870,45,Home & Kitchen,136.22,4,May
ORD105871,36,Books,100.49,5,Jun
ORD105872,61,Sports,114.44,1,Jun
ORD105873,20,Electronics,438.63,2,Oct
ORD105874,25,Home & Kitchen,146.38,3,Feb
ORD105875,44,Sports,92.28,2,Aug
ORD105876,28,Clothing,248.49,4,Oct
ORD105877,36,Home & Kitchen,434.24,2,Jan
ORD105878,52,Sports,445.79,4,Jun
ORD105879,25,Electronics,149.23,4,Nov
ORD105880,41,Electronics,276.02,1,Feb
ORD105881,47,Home & Kitchen,442.71,3,Nov
ORD105882,50,Books,45.31,4,Jun
ORD105883,58,Home & Kitchen,245.77,1,Nov
ORD105884,47,Sports,87.05,2,Sep
ORD105885,41,Books,472.45,4,Oct
ORD105886,25,Books,232.47,1,Feb
ORD105887,33,Clothing,309.99,5,Mar
ORD105888,36,Books,320.8,3,Nov
ORD105889,45,Clothing,268.51,5,Aug
ORD105890,51,Books,298.85,2,Jul
ORD105891,65,Sports,208.59,5,Oct
ORD105892,52,Sports,351.36,1,Jul
ORD105893,46,Clothing,188.63,4,Mar
ORD105894,56,Books,233.82,5,Jul
ORD105895,21,Sports,493.63,3,Oct
ORD105896,34,Home & Kitchen,423.17,2,Oct
ORD105897,38,Clothing,308.73,3,Aug
ORD105898,25,Sports,385.7,5,Oct
ORD105899,36,Electronics,452.64,3,Dec
ORD105900,56,Electronics,176.67,4,Mar
ORD105901,42,Sports,108.93,3,Aug
ORD105902,63,Clothing,91.88,4,Jun
ORD105903,55,Books,186.21,5,Feb
ORD105904,37,Clothing,213.89,4,Jan
ORD105905,26,Sports,74.44,5,Mar
ORD105906,30,Home & Kitchen,101.49,5,Jun
ORD105907,49,Home & Kitchen,146.54,1,May
ORD105908,50,Sports,495.72,3,Oct
ORD105909,52,Electronics,123.27,3,Oct
ORD105910,32,Home & Kitchen,250.11,2,Jun
ORD105911,52,Home & Kitchen,30.75,1,Jan
ORD105912,25,Home & Kitchen,495.69,3,Jan
ORD105913,39,Home & Kitchen,64.84,5,May
ORD105914,45,Electronics,466.76,3,Sep
ORD105915,26,Sports,169.17,3,Apr
ORD105916,51,Clothing,325.29,3,Nov
ORD105917,63,Home & Kitchen,252.13,3,Nov
ORD105918,32,Books,463.94,4,May
ORD105919,44,Sports,115.93,4,Dec
ORD105920,32,Electronics,251.3,5,Oct
ORD105921,65,Home & Kitchen,409.42,1,Sep
ORD105922,32,Clothing,138.44,5,Mar
ORD105923,27,Sports,236.34,4,Jan
ORD105924,65,Sports,348.71,5,Mar
ORD105925,63,Sports,293.22,2,Jul
ORD105926,42,Books,405.37,1,Feb
ORD105927,23,Sports,135.93,3,May
ORD105928,34,Clothing,334.75,4,May
ORD105929,60,Home & Kitchen,323.95,3,Aug
ORD105930,20,Books,136.24,1,Apr
ORD105931,31,Sports,469.73,2,Jun
ORD105932,26,Books,37.78,4,Jan
ORD105933,29,Electronics,68.8,3,Feb
ORD105934,61,Sports,18.29,4,Oct
ORD105935,22,Books,239.06,1,May
ORD105936,21,Electronics,259.26,3,Mar
ORD105937,20,Electronics,27.02,4,Jul
ORD105938,20,Home & Kitchen,83.9,2,Aug
ORD105939,60,Home & Kitchen,28.46,2,Mar
ORD105940,24,Clothing,44.63,4,May
ORD105941,54,Clothing,263.03,4,May
ORD105942,60,Books,199.16,3,Sep
ORD105943,31,Electronics,217.35,4,Feb
ORD105944,43,Books,152.25,2,Jun
ORD105945,24,Sports,495.11,5,Aug
ORD105946,46,Sports,252.18,3,Jul
ORD105947,24,Home & Kitchen,155.62,2,Sep
ORD105948,25,Clothing,177.07,2,Nov
ORD105949,37,Books,13.65,2,Jul
ORD105950,47,Home & Kitchen,136.94,3,Aug
ORD105951,45,Clothing,249.94,2,Oct
ORD105952,58,Books,352.48,3,May
ORD105953,38,Clothing,376.44,3,Dec
ORD105954,57,Sports,417.65,4,Jul
ORD105955,57,Electronics,20.53,5,Apr
ORD105956,38,Home & Kitchen,162.23,1,Jun
ORD105957,21,Electronics,29.97,1,Nov
ORD105958,45,Sports,421.06,5,May
ORD105959,32,Sports,174.47,5,Mar
ORD105960,45,Books,19.74,3,Jun
ORD105961,59,Clothing,388.19,4,Dec
ORD105962,19,Books,174.96,1,Feb
ORD105963,34,Home & Kitchen,405.86,5,Dec
ORD105964,36,Electronics,474.15,2,Feb
ORD105965,62,Books,96.93,5,Apr
ORD105966,29,Sports,99.34,5,Dec
ORD105967,33,Books,444.7,5,Jun
ORD105968,21,Electronics,135.89,2,Sep
ORD105969,49,Clothing,389.27,4,Nov
ORD105970,27,Books,364.15,2,Oct
ORD105971,33,Books,492.33,4,Jul
ORD105972,34,Electronics,418.97,4,Dec
ORD105973,50,Clothing,160.61,2,Mar
ORD105974,60,Home & Kitchen,471.97,2,Jun
ORD105975,21,Sports,166.94,4,Jul
ORD105976,40,Books,233.45,2,Feb
ORD105977,28,Books,282.79,4,Dec
ORD105978,39,Home & Kitchen,329.75,2,Mar
ORD105979,37,Home & Kitchen,122.91,3,Jan
ORD105980,60,Clothing,137.2,2,Apr
ORD105981,61,Sports,50.89,5,May
ORD105982,41,Sports,228.45,2,Aug
ORD105983,63,Books,323.47,4,Jan
ORD105984,25,Home & Kitchen,454.59,5,Jul
ORD105985,22,Electronics,410.22,3,Sep
ORD105986,23,Home & Kitchen,389.53,3,Jul
ORD105987,44,Home & Kitchen,74.02,2,Jun
ORD105988,30,Home & Kitchen,335.85,2,Apr
ORD105989,55,Clothing,37.75,3,Mar
ORD105990,52,Home & Kitchen,38.13,2,Oct
ORD105991,37,Sports,426.64,1,Nov
ORD105992,25,Clothing,393.55,3,May
ORD105993,65,Electronics,278.49,5,Sep
ORD105994,38,Home & Kitchen,245.3,4,Dec
ORD105995,25,Electronics,463.54,2,Mar
ORD105996,59,Home & Kitchen,152.85,2,Sep
ORD105997,63,Sports,393.72,4,Mar
ORD105998,62,Books,359.87,4,Oct
ORD105999,47,Clothing,456.31,4,Aug
ORD106000,33,Electronics,51.2,1,Nov
ORD106001,59,Electronics,295.78,2,Jun
ORD106002,52,Clothing,414.45,4,Nov
ORD106003,25,Sports,54.18,1,Sep
ORD106004,60,Sports,124.39,4,Jan
ORD106005,42,Clothing,422.92,2,Nov
ORD106006,37,Books,11.44,5,Dec
ORD106007,52,Sports,190.36,4,Feb
ORD106008,32,Books,268.81,3,Aug
ORD106009,33,Clothing,220.37,1,May
ORD106010,52,Electronics,191.26,2,Apr
ORD106011,54,Clothing,432.02,5,Dec
ORD106012,28,Clothing,423.42,3,Dec
ORD106013,61,Electronics,452.65,2,Dec
ORD106014,33,Books,442.93,1,Apr
ORD106015,61,Home & Kitchen,68.92,4,Feb
ORD106016,36,Books,463.57,4,Nov
ORD106017,41,Electronics,271.3,4,Sep
ORD106018,48,Books,433.36,4,Jan
ORD106019,34,Home & Kitchen,33.99,2,Oct
ORD106020,33,Sports,367.05,2,Jun
ORD106021,47,Home & Kitchen,318.44,1,Jun
ORD106022,57,Electronics,165.42,5,Jan
ORD106023,57,Home & Kitchen,443.68,3,Mar
ORD106024,51,Sports,17.59,3,Jun
ORD106025,38,Books,21.11,4,Jan
ORD106026,56,Home & Kitchen,219.43,5,Sep
ORD106027,31,Books,467.1,3,Sep
ORD106028,39,Home & Kitchen,455.97,4,Jul
ORD106029,58,Electronics,80.46,3,Jun
ORD106030,30,Electronics,30.25,2,May
ORD106031,47,Books,218.64,3,Apr
ORD106032,36,Clothing,390.55,4,Jan
ORD106033,45,Electronics,61.6,4,Mar
ORD106034,63,Electronics,327.8,5,Jul
ORD106035,38,Books,79.13,1,Dec
ORD106036,23,Books,304.85,3,Aug
ORD106037,38,Sports,202.19,4,Feb
ORD106038,61,Sports,430.72,3,Feb
ORD106039,43,Electronics,24.93,1,Jul
ORD106040,30,Electronics,284.35,4,Jan
ORD106041,36,Electronics,275.46,2,Mar
ORD106042,50,Clothing,432.97,5,Aug
ORD106043,28,Home & Kitchen,449.77,4,Aug
ORD106044,54,Books,300.77,2,Dec
ORD106045,29,Books,155.76,3,Jul
ORD106046,59,Electronics,282.48,3,May
ORD106047,64,Books,273.87,1,Apr
ORD106048,29,Books,411.88,3,Apr
ORD106049,18,Clothing,55.82,3,Jul
ORD106050,46,Electronics,172.46,4,Nov
ORD106051,46,Electronics,36.13,4,May
ORD106052,19,Books,410.72,3,Jan
ORD106053,18,Books,227.68,3,Jul
ORD106054,25,Electronics,486.68,4,Jan
ORD106055,53,Electronics,181.07,5,May
ORD106056,53,Home & Kitchen,97.2,5,May
ORD106057,44,Sports,350.29,4,Jun
ORD106058,24,Electronics,482.55,5,Apr
ORD106059,53,Sports,345.72,1,Apr
ORD106060,49,Clothing,250.78,5,Apr
ORD106061,26,Clothing,469.37,4,Mar
ORD106062,38,Clothing,243.23,2,Dec
ORD106063,56,Sports,73.17,3,Jun
ORD106064,34,Clothing,438.36,3,Dec
ORD106065,62,Home & Kitchen,384.88,3,Feb
ORD106066,35,Electronics,117.57,5,Jul
ORD106067,57,Electronics,28.54,5,Aug
ORD106068,36,Clothing,63.85,3,Jun
ORD106069,18,Sports,280.8,4,Mar
ORD106070,44,Books,19.57,1,Feb
ORD106071,60,Books,445.14,3,Apr
ORD106072,65,Sports,253.0,1,Aug
ORD106073,38,Books,415.79,1,Jan
ORD106074,32,Sports,47.99,2,Oct
ORD106075,53,Books,195.77,4,Aug
ORD106076,19,Books,127.87,1,May
ORD106077,54,Clothing,246.96,3,May
ORD106078,28,Home & Kitchen,165.97,1,Oct
ORD106079,19,Books,412.69,3,Jul
ORD106080,44,Home & Kitchen,123.47,3,Feb
ORD106081,58,Home & Kitchen,71.87,4,Jul
ORD106082,57,Electronics,83.43,3,Jun
ORD106083,28,Electronics,473.52,5,Nov
ORD106084,36,Home & Kitchen,477.73,2,Jun
ORD106085,43,Electronics,431.92,1,Jun
ORD106086,57,Sports,369.18,5,May
ORD106087,46,Home & Kitchen,418.23,1,Aug
ORD106088,23,Sports,39.48,5,Mar
ORD106089,30,Clothing,215.94,3,Jun
ORD106090,39,Sports,129.21,4,Oct
ORD106091,46,Home & Kitchen,433.63,2,Aug
ORD106092,62,Clothing,265.01,3,Jun
ORD106093,51,Electronics,463.06,5,May
ORD106094,46,Clothing,488.93,4,Mar
ORD106095,24,Electronics,204.5,2,Oct
ORD106096,35,Clothing,282.38,2,Oct
ORD106097,57,Electronics,425.19,5,Nov
ORD106098,46,Books,237.99,3,Sep
ORD106099,43,Books,323.65,3,Dec
ORD106100,34,Books,436.94,3,May
ORD106101,23,Home & Kitchen,33.77,5,Nov
ORD106102,49,Home & Kitchen,18.73,4,Aug
ORD106103,62,Electronics,43.16,3,Apr
ORD106104,36,Electronics,433.71,3,Sep
ORD106105,43,Clothing,61.69,2,Jan
ORD106106,58,Sports,187.48,1,May
ORD106107,22,Books,378.36,2,Jan
ORD106108,63,Home & Kitchen,284.49,1,Mar
ORD106109,50,Home & Kitchen,172.51,1,Oct
ORD106110,23,Sports,248.03,3,Oct
ORD106111,27,Electronics,303.87,5,Mar
ORD106112,64,Home & Kitchen,98.44,5,Aug
ORD106113,20,Clothing,17.79,5,Jul
ORD106114,59,Sports,212.66,3,May
ORD106115,63,Books,257.67,1,Feb
ORD106116,48,Sports,44.74,4,Jul
ORD106117,28,Books,326.83,5,Jun
ORD106118,45,Clothing,356.11,4,Oct
ORD106119,61,Books,388.52,1,Feb
ORD106120,30,Clothing,177.17,5,Feb
ORD106121,24,Electronics,169.86,2,Jan
ORD106122,25,Books,30.72,1,Jan
ORD106123,57,Electronics,219.79,4,Oct
ORD106124,62,Electronics,319.71,4,Apr
ORD106125,45,Electronics,121.05,1,Aug
ORD106126,43,Sports,274.71,1,Feb
ORD106127,41,Electronics,407.29,4,Aug
ORD106128,25,Sports,192.95,4,Sep
ORD106129,40,Sports,133.38,3,Jun
ORD106130,35,Sports,93.11,5,Mar
ORD106131,58,Sports,276.19,5,Apr
ORD106132,45,Books,122.73,1,Aug
ORD106133,27,Sports,407.36,1,Apr
ORD106134,39,Home & Kitchen,347.42,1,May
ORD106135,29,Clothing,494.23,4,Dec
ORD106136,29,Clothing,65.15,1,Dec
ORD106137,30,Home & Kitchen,396.89,2,Apr
ORD106138,38,Electronics,145.63,3,Sep
ORD106139,53,Electronics,337.8,2,Oct
ORD106140,47,Clothing,394.85,3,Feb
ORD106141,43,Electronics,37.11,3,Jun
ORD106142,34,Books,210.49,3,Apr
ORD106143,32,Books,459.29,2,Jan
ORD106144,56,Electronics,191.47,5,Aug
ORD106145,21,Home & Kitchen,22.97,3,Jul
ORD106146,57,Sports,460.14,2,Dec
ORD106147,63,Clothing,303.82,1,Jun
ORD106148,30,Clothing,281.75,3,Jun
ORD106149,46,Clothing,161.22,1,Dec
ORD106150,41,Home & Kitchen,112.58,1,May
ORD106151,32,Clothing,310.65,3,Jun
ORD106152,53,Home & Kitchen,184.24,1,Jul
ORD106153,28,Books,268.29,3,Jan
ORD106154,50,Electronics,116.59,5,Nov
ORD106155,20,Sports,362.4,3,Jun
ORD106156,48,Clothing,133.64,2,Mar
ORD106157,62,Sports,454.03,4,Apr
ORD106158,22,Electronics,434.26,3,Dec
ORD106159,52,Sports,253.71,3,Oct
ORD106160,23,Clothing,458.41,4,Sep
ORD106161,42,Books,71.0,3,Oct
ORD106162,25,Electronics,470.64,2,Mar
ORD106163,58,Home & Kitchen,260.97,3,Aug
ORD106164,35,Clothing,354.39,4,Jul
ORD106165,21,Sports,423.55,2,Dec
ORD106166,60,Sports,111.64,3,Sep
ORD106167,39,Sports,418.73,3,Nov
ORD106168,46,Home & Kitchen,414.39,2,Dec
ORD106169,31,Sports,390.53,3,Jun
ORD106170,65,Clothing,91.25,4,Nov
ORD106171,21,Sports,297.38,2,Feb
ORD106172,43,Sports,115.67,3,Nov
ORD106173,20,Sports,221.73,4,Dec
ORD106174,63,Sports,390.86,1,Jan
ORD106175,33,Clothing,14.03,2,Feb
ORD106176,22,Electronics,237.67,1,Sep
ORD106177,26,Home & Kitchen,89.11,5,Dec
ORD106178,29,Books,45.82,3,Jul
ORD106179,43,Home & Kitchen,24.38,2,Apr
ORD106180,36,Sports,197.93,5,Oct
ORD106181,22,Books,310.95,5,Mar
ORD106182,47,Sports,242.0,3,Apr
ORD106183,39,Sports,464.56,3,Jun
ORD106184,45,Books,411.19,5,Jun
ORD106185,29,Clothing,450.37,3,Aug
ORD106186,33,Clothing,144.65,3,Apr
ORD106187,59,Sports,281.63,2,Feb
ORD106188,39,Sports,110.78,2,Jan
ORD106189,40,Books,452.18,5,Aug
ORD106190,58,Clothing,87.78,2,Jun
ORD106191,35,Electronics,497.32,3,Dec
ORD106192,27,Electronics,67.0,1,Aug
ORD106193,59,Clothing,140.03,5,Jun
ORD106194,45,Home & Kitchen,165.39,5,Jul
ORD106195,52,Home & Kitchen,302.57,5,Feb
ORD106196,37,Books,385.04,5,Feb
ORD106197,33,Electronics,247.2,2,Nov
ORD106198,64,Books,120.69,1,Oct
ORD106199,40,Home & Kitchen,127.34,2,Aug
ORD106200,18,Electronics,206.76,3,Mar
ORD106201,58,Sports,225.93,3,Jul
ORD106202,49,Clothing,22.44,2,Oct
ORD106203,45,Clothing,496.8,5,Mar
ORD106204,24,Books,236.03,3,Aug
ORD106205,63,Electronics,202.01,4,Aug
ORD106206,57,Electronics,369.1,4,Oct
ORD106207,42,Home & Kitchen,159.52,4,Jun
ORD106208,29,Clothing,256.26,5,Sep
ORD106209,42,Books,383.13,4,Jun
ORD106210,58,Home & Kitchen,163.09,4,Sep
ORD106211,20,Electronics,236.14,4,Jun
ORD106212,57,Home & Kitchen,384.68,1,Oct
ORD106213,35,Home & Kitchen,46.7,5,Feb
ORD106214,19,Home & Kitchen,303.86,1,Apr
ORD106215,29,Electronics,208.05,4,Jul
ORD106216,39,Electronics,248.06,3,Jul
ORD106217,43,Electronics,135.66,1,May
ORD106218,21,Sports,142.72,2,Nov
ORD106219,64,Home & Kitchen,31.68,3,Oct
ORD106220,43,Clothing,241.52,3,Apr
ORD106221,57,Clothing,44.78,2,Mar
ORD106222,21,Sports,451.71,2,May
ORD106223,18,Books,156.95,4,Jun
ORD106224,63,Sports,151.06,1,Mar
ORD106225,52,Sports,148.25,5,May
ORD106226,62,Clothing,58.95,5,Nov
ORD106227,21,Electronics,403.16,2,Oct
ORD106228,58,Electronics,486.0,3,Nov
ORD106229,19,Books,466.19,2,Apr
ORD106230,25,Books,456.78,4,Mar
ORD106231,58,Clothing,376.92,1,Feb
ORD106232,65,Home & Kitchen,451.34,5,Sep
ORD106233,27,Electronics,88.06,5,Jul
ORD106234,35,Clothing,143.07,4,Mar
ORD106235,54,Books,311.05,1,Dec
ORD106236,63,Electronics,202.18,1,Jun
ORD106237,58,Books,79.69,5,Sep
ORD106238,22,Home & Kitchen,375.76,1,Dec
ORD106239,44,Sports,408.77,3,Apr
ORD106240,60,Electronics,125.75,1,May
ORD106241,55,Home & Kitchen,455.79,2,Dec
ORD106242,63,Books,254.39,2,Aug
ORD106243,39,Home & Kitchen,354.77,4,Mar
ORD106244,20,Books,465.89,4,Oct
ORD106245,49,Electronics,190.37,5,Aug
ORD106246,46,Clothing,79.26,3,Jul
ORD106247,53,Electronics,70.29,1,Nov
ORD106248,30,Home & Kitchen,408.86,1,Sep
ORD106249,50,Home & Kitchen,198.58,2,Sep
ORD106250,49,Clothing,11.84,2,Aug
ORD106251,23,Sports,159.77,2,Apr
ORD106252,49,Electronics,477.62,1,Jul
ORD106253,18,Home & Kitchen,143.91,2,Jul
ORD106254,30,Electronics,209.72,3,Sep
ORD106255,19,Home & Kitchen,208.46,5,Apr
ORD106256,43,Books,416.84,3,Aug
ORD106257,35,Home & Kitchen,237.37,5,Aug
ORD106258,36,Electronics,312.35,2,Mar
ORD106259,40,Home & Kitchen,311.35,1,Jul
ORD106260,37,Home & Kitchen,335.76,2,Feb
ORD106261,37,Sports,340.47,2,Jan
ORD106262,43,Clothing,172.98,3,Sep
ORD106263,28,Sports,135.74,3,Mar
ORD106264,19,Electronics,413.67,4,Nov
ORD106265,32,Books,48.12,5,Feb
ORD106266,18,Clothing,315.95,4,Mar
ORD106267,64,Books,67.13,2,Sep
ORD106268,40,Home & Kitchen,171.78,3,Apr
ORD106269,22,Sports,103.13,4,Dec
ORD106270,41,Electronics,99.61,2,Jan
ORD106271,65,Sports,340.27,3,Jul
ORD106272,45,Clothing,470.33,5,Feb
ORD106273,21,Clothing,330.95,2,Mar
ORD106274,42,Books,181.57,4,Jul
ORD106275,25,Books,182.34,3,Jul
ORD106276,43,Sports,374.47,2,Nov
ORD106277,58,Sports,216.86,3,Apr
ORD106278,36,Home & Kitchen,69.43,5,Apr
ORD106279,42,Electronics,160.28,1,Mar
ORD106280,29,Clothing,459.34,2,Jul
ORD106281,19,Sports,424.43,3,Feb
ORD106282,61,Electronics,52.82,5,Feb
ORD106283,52,Books,300.6,2,Jul
ORD106284,33,Books,109.56,4,Dec
ORD106285,19,Clothing,442.36,4,Aug
ORD106286,65,Home & Kitchen,314.44,2,Jul
ORD106287,20,Sports,423.78,3,Feb
ORD106288,31,Home & Kitchen,433.6,5,Jun
ORD106289,61,Home & Kitchen,389.1,2,Feb
ORD106290,41,Electronics,480.41,5,Feb
ORD106291,19,Books,181.6,5,Mar
ORD106292,55,Sports,422.55,2,Sep
ORD106293,26,Clothing,403.29,3,Jun
ORD106294,43,Books,112.67,5,Dec
ORD106295,20,Electronics,142.96,3,Aug
ORD106296,26,Electronics,125.65,1,Oct
ORD106297,54,Home & Kitchen,430.61,3,May
ORD106298,47,Sports,343.82,3,Sep
ORD106299,25,Clothing,357.47,2,Mar
ORD106300,52,Home & Kitchen,257.79,1,Aug
ORD106301,41,Sports,230.46,1,Nov
ORD106302,50,Electronics,241.89,3,Apr
ORD106303,52,Books,379.92,1,Dec
ORD106304,49,Clothing,342.89,2,Aug
ORD106305,44,Electronics,498.13,5,Oct
ORD106306,44,Books,49.88,5,Dec
ORD106307,49,Electronics,201.44,1,Feb
ORD106308,29,Clothing,309.28,4,Sep
ORD106309,51,Electronics,73.92,3,Mar
ORD106310,33,Books,490.48,4,Nov
ORD106311,55,Clothing,322.98,2,Oct
ORD106312,63,Sports,435.98,1,Mar
ORD106313,52,Home & Kitchen,428.04,3,Jun
ORD106314,56,Sports,367.9,5,Mar
ORD106315,20,Books,139.83,4,Feb
ORD106316,54,Sports,86.33,1,Mar
ORD106317,19,Books,484.67,5,Apr
ORD106318,47,Electronics,284.75,1,Mar
ORD106319,24,Sports,370.59,5,Aug
ORD106320,26,Books,218.95,2,Apr
ORD106321,63,Electronics,169.52,3,Jul
ORD106322,53,Books,64.05,4,Dec
ORD106323,42,Clothing,469.43,5,Jan
ORD106324,23,Clothing,421.51,3,Dec
ORD106325,38,Sports,376.47,2,Mar
ORD106326,20,Electronics,244.7,5,Jan
ORD106327,37,Sports,433.83,3,Dec
ORD106328,62,Sports,120.16,4,Oct
ORD106329,38,Home & Kitchen,13.32,1,Feb
ORD106330,53,Home & Kitchen,494.38,3,Jul
ORD106331,32,Home & Kitchen,405.11,5,Oct
ORD106332,27,Clothing,461.51,2,Dec
ORD106333,21,Books,339.33,5,Oct
ORD106334,56,Clothing,75.75,4,Jun
ORD106335,27,Books,279.69,2,Jul
ORD106336,19,Clothing,180.4,5,Apr
ORD106337,48,Electronics,291.76,4,Sep
ORD106338,56,Electronics,308.65,4,Feb
ORD106339,22,Electronics,19.51,2,Jan
ORD106340,64,Books,291.66,5,Oct
ORD106341,56,Sports,74.14,2,Mar
ORD106342,58,Home & Kitchen,158.87,5,Nov
ORD106343,33,Home & Kitchen,34.52,3,Nov
ORD106344,57,Electronics,259.09,3,Jul
ORD106345,33,Clothing,105.61,5,Apr
ORD106346,33,Electronics,332.91,1,Oct
ORD106347,45,Books,471.79,5,Jul
ORD106348,20,Sports,401.76,2,Nov
ORD106349,61,Clothing,334.8,3,Mar
ORD106350,37,Home & Kitchen,319.63,1,Aug
ORD106351,46,Home & Kitchen,322.98,3,May
ORD106352,62,Books,323.01,1,Dec
ORD106353,37,Clothing,351.02,5,Jan
ORD106354,48,Books,187.81,4,Sep
ORD106355,43,Sports,406.24,5,Apr
ORD106356,47,Electronics,159.86,1,Jun
ORD106357,63,Books,120.39,3,May
ORD106358,53,Clothing,181.84,1,Jan
ORD106359,46,Sports,28.0,3,Apr
ORD106360,46,Books,171.36,2,Jul
ORD106361,38,Sports,247.11,4,Feb
ORD106362,23,Sports,223.07,3,Jul
ORD106363,34,Sports,27.83,3,Oct
ORD106364,53,Books,13.14,1,Sep
ORD106365,33,Electronics,249.79,1,Feb
ORD106366,53,Electronics,421.38,1,Jul
ORD106367,27,Sports,410.93,4,Jun
ORD106368,22,Books,101.89,5,Jul
ORD106369,31,Sports,42.9,1,Nov
ORD106370,45,Sports,340.89,1,Feb
ORD106371,21,Sports,170.29,1,Dec
ORD106372,34,Sports,131.53,4,Jul
ORD106373,18,Books,69.87,4,Sep
ORD106374,49,Clothing,210.18,1,Jul
